Location,Date
Muro Fronterizo En Playas De Tijuana,2019-10-22T16:22:32.000Z
Time Square Manathan,2019-10-22T15:50:05.000Z
"New York, New York",2019-10-22T15:39:18.000Z
Santa Monica Pier,2019-10-22T15:33:18.000Z
Lake Tahoe,2019-10-22T15:17:34.000Z
"Williams, Arizona",2019-10-22T15:16:34.000Z
"Williams, Arizona",2019-10-22T15:15:42.000Z
"Winslow, AZ",2019-10-22T15:13:34.000Z
,2019-10-22T14:48:43.000Z
Buckingham Fountain,2019-10-04T04:49:47.000Z
,2019-10-22T14:48:20.000Z
"Grand Canyon, Arizona",2019-10-22T14:47:34.000Z
,2019-10-22T14:44:50.000Z
"Cleveland, Ohio",2019-10-22T14:18:49.000Z
"Grand Canyon, Arizona",2019-10-22T14:17:52.000Z
Golden Gate Bridge,2019-10-22T13:42:21.000Z
"Washington DC, USA",2019-10-22T12:16:44.000Z
"Seattle, Washington",2019-10-22T10:56:27.000Z
Bear Mountain State Park,2019-10-22T10:28:41.000Z
"Times Square, New York City",2019-10-22T09:02:43.000Z
Horseshoe Bend,2019-10-22T08:47:08.000Z
California,2019-10-22T07:35:12.000Z
Shady Lady Bed and Breakfast,2019-10-22T06:41:46.000Z
Hyatt Centric Fisherman's Wharf San Francisco,2019-10-22T06:13:26.000Z
"Tucson, Arizona",2019-10-22T05:20:45.000Z
"Red Rock, Phoenix, Arizona",2019-10-22T05:19:15.000Z
"Lloydminster, Saskatchewan",2019-10-22T04:26:41.000Z
Lower Antelope Canyon Page Ariz.,2019-10-22T04:25:07.000Z
,2019-10-22T02:54:02.000Z
,2019-10-22T02:15:31.000Z
Meteor Crater Natural Landmark,2019-10-22T02:00:22.000Z
Route 66 Flagstaff,2019-10-22T01:58:07.000Z
Route 66 Flagstaff,2019-10-22T01:40:35.000Z
,2014-11-11T08:36:38.000Z
"Flagstaff, Arizona",2019-10-22T01:37:15.000Z
San Francisco Peaks,2019-10-22T00:46:54.000Z
Lake Hollywood Park,2019-10-22T00:20:20.000Z
New York,2019-10-22T00:17:27.000Z
The Signature Room at the 95th,2019-10-22T00:09:33.000Z
"Valle, Arizona",2019-10-22T00:02:25.000Z
Grand Canyon National Park,2019-10-21T23:32:21.000Z
Lovers Key State Park,2019-10-21T22:24:18.000Z
,2019-10-21T22:14:00.000Z
"Monterey, California",2019-10-21T21:35:24.000Z
"Sour Lake, Texas",2019-10-21T21:28:35.000Z
"Las Vegas, Nevada",2019-10-21T21:21:14.000Z
,2019-10-21T21:19:00.000Z
Valley of Fire State Park,2019-10-21T20:56:34.000Z
"Chesapeake, Virginia",2019-10-21T19:38:20.000Z
Venice Skatepark,2019-10-21T19:17:15.000Z
,2019-10-21T19:14:49.000Z
,2019-10-21T18:53:35.000Z
"Yuma, Arizona",2019-10-21T18:42:41.000Z
Sunset Blvd.,2019-10-21T17:40:32.000Z
"Wildwood, New Jersey",2019-10-21T17:01:23.000Z
Brooklyn Bridge,2019-10-21T16:35:05.000Z
ONE WORLD OBSERVATORY,2019-10-21T15:32:06.000Z
Chicago Bank of America Marathon,2019-10-12T18:52:00.000Z
"Times Square, New York City",2019-10-21T15:21:23.000Z
Grand Canyon National Park,2019-10-21T14:31:24.000Z
Grand Canyon National Park,2019-10-21T14:13:45.000Z
Venice Beach,2019-10-21T13:51:31.000Z
,2019-10-21T13:45:04.000Z
,2019-10-21T12:23:16.000Z
"Times Square, New York City",2019-10-21T11:51:29.000Z
Park City Utah Mountainside,2019-10-21T11:28:26.000Z
Raging Bull,2019-10-21T10:11:47.000Z
"Bayside, Miami, Florida",2019-10-21T08:59:00.000Z
"Horshoe Bend State park, AZ",2019-10-21T08:25:58.000Z
The Last Bookstore,2019-10-21T08:17:52.000Z
,2019-10-21T07:36:15.000Z
Beverly Gardens Park,2019-10-21T06:59:27.000Z
Universal Studios Hollywood,2019-10-21T05:49:13.000Z
"Las Vegas, Nevada",2019-10-21T05:26:23.000Z
"Joshua Tree, California",2019-10-21T05:15:52.000Z
"San Diego, California",2019-10-21T04:49:55.000Z
"Sevenmile Corner, North Dakota",2019-10-21T04:38:16.000Z
Brooklyn Bridge,2019-10-21T04:26:49.000Z
Soldier Field- Chicago Bears Football,2019-10-21T04:26:36.000Z
,2019-10-21T04:24:46.000Z
Horseshoe Bend,2019-10-21T04:23:19.000Z
Santa Cruz Wharf,2019-10-21T04:10:50.000Z
"Kaibito, Arizona",2019-10-21T04:09:36.000Z
,2019-10-21T03:43:55.000Z
Coldwell Banker Real Estate LLC,2019-10-21T03:25:45.000Z
Rio Washingtonian Center,2019-10-21T03:19:53.000Z
,2019-10-21T03:12:45.000Z
Navajo National Monument,2019-10-21T02:58:02.000Z
Maple Leaf Bar,2019-10-21T02:46:48.000Z
,2019-10-21T02:43:25.000Z
"Woodstock, Vermont",2019-10-21T01:56:19.000Z
Monument Valley Navajo Tribal Park,2019-10-21T01:36:35.000Z
Monument Valley Navajo Tribal Park,2019-10-21T01:33:12.000Z
Monument Valley Navajo Tribal Park,2019-10-21T01:31:09.000Z
,2019-10-21T01:30:06.000Z
Monument Valley,2019-10-21T01:29:28.000Z
"Baltimore, Maryland",2019-10-21T00:52:52.000Z
"Sequoia National Park, California",2019-10-21T00:25:51.000Z
,2019-10-21T00:06:30.000Z
Monument Valley,2019-10-21T00:00:20.000Z
Forrest Gump Point,2019-10-20T23:58:41.000Z
"Mexican Hat, Utah",2019-10-20T23:56:22.000Z
42 Street Subway,2019-10-20T23:30:37.000Z
Hollywood Sign Hike,2019-10-20T23:07:25.000Z
River Walk,2019-10-20T22:59:36.000Z
Bear Mountain,2019-10-20T21:29:40.000Z
,2019-10-20T20:27:39.000Z
Santa Cruz Wharf,2019-10-20T20:11:46.000Z
Skyline Wilderness Park,2019-10-20T20:11:01.000Z
Philadelphia's Magic Gardens,2019-10-20T19:39:34.000Z
,2019-10-20T18:57:31.000Z
"San Diego, California",2019-10-20T18:30:48.000Z
"Artists Palette, Death Valley",2019-10-20T18:16:42.000Z
,2019-10-20T18:12:30.000Z
Dive Spirit Fakarava,2019-10-20T17:31:21.000Z
Venice Beach,2019-10-20T16:06:46.000Z
Kerry Park,2019-10-20T15:47:21.000Z
,2019-10-20T14:24:43.000Z
Lombard Street,2019-10-20T13:02:27.000Z
Vila Madalena,2019-10-20T11:59:25.000Z
"Reedville, Virginia",2019-10-20T11:55:21.000Z
LACMA Los Angeles County Museum of Art,2019-10-20T11:02:34.000Z
"Rodeo Drive, Beverly Hills",2019-10-20T10:52:35.000Z
,2019-10-20T10:52:22.000Z
Louis Vuitton,2019-10-20T10:13:09.000Z
,2019-10-20T10:00:01.000Z
"Silicon Valley, California",2019-10-20T09:33:07.000Z
,2019-10-20T09:06:21.000Z
Las Vegas Sign - downtown,2019-10-20T08:29:11.000Z
Horseshoe Bend,2018-07-01T16:24:58.000Z
Prudential Center,2019-10-20T08:09:05.000Z
"Celebration, Florida",2019-10-20T08:05:24.000Z
Griffith Observatory,2019-10-20T07:23:16.000Z
Yosemite National Park,2019-10-20T07:06:27.000Z
Tennesse Valley Beach,2019-10-20T07:00:54.000Z
,2019-10-20T06:24:21.000Z
La Brea Tar Pits and Museum,2019-10-20T05:41:50.000Z
NRG Stadium,2019-10-20T05:28:48.000Z
"Woody, California",2019-10-20T05:24:36.000Z
"San Francisco, California",2019-10-20T05:16:40.000Z
,2019-10-20T03:46:22.000Z
,2019-10-20T03:32:37.000Z
,2019-10-20T03:32:35.000Z
,2019-10-20T03:32:31.000Z
"Mono Lake, Ca",2019-10-20T03:22:44.000Z
"Seattle, Washington State",2019-10-20T02:20:43.000Z
Arches National Park,2019-10-20T02:15:04.000Z
Arches National Park,2019-10-20T02:14:22.000Z
Bear Mountain State Park,2019-10-20T01:45:42.000Z
Arches National Park,2019-10-20T01:33:31.000Z
Arches National Park,2019-10-20T01:32:35.000Z
Arches National Park,2019-10-20T01:29:38.000Z
Alice in Wonderland Statue in Central Park,2019-10-20T01:29:35.000Z
Double Arch,2019-10-20T01:27:35.000Z
Landscape Arch,2019-10-20T00:58:40.000Z
Devils Garden Trail and Landscape Arch,2019-10-20T00:57:17.000Z
New York,2019-10-20T00:08:11.000Z
Four Seasons Hotel Las Vegas,2019-10-20T00:01:05.000Z
,2019-10-19T21:38:22.000Z
Dodger Stadium,2019-10-19T21:30:47.000Z
"Venice Beach, Los Angeles",2019-10-19T19:30:53.000Z
New York,2019-10-19T19:18:23.000Z
Terminal 3 - Indira Gandhi International Airport,2019-10-19T17:57:18.000Z
"Grand Canyon, Arizona",2019-10-19T17:55:42.000Z
,2019-10-19T17:08:57.000Z
"New Orleans, Louisiana",2019-10-19T17:00:38.000Z
"Santa Barbara, California",2019-10-19T16:45:40.000Z
"San Diego, California",2019-10-19T16:30:51.000Z
"Old Town, San Diego",2019-10-19T16:27:04.000Z
"Old Town, San Diego",2019-10-19T16:26:23.000Z
"San Francisco, California",2019-10-19T16:16:58.000Z
"Golden Gate Bridge, Sanfrancisco, California",2019-10-19T15:23:56.000Z
Santa Monica Pier,2019-10-19T14:58:57.000Z
Atlanta Botanical Garden,2019-10-19T14:28:23.000Z
Atlanta Botanical Garden,2019-10-19T14:27:04.000Z
"Waikiki Beach, USA",2019-10-15T02:00:19.000Z
Melrose Avenue,2019-01-17T02:22:41.000Z
Atlanta Botanical Garden,2019-10-19T14:22:32.000Z
Atlanta Botanical Garden,2019-10-19T14:21:15.000Z
Atlanta Botanical Garden,2019-10-19T14:19:25.000Z
Upper East Side,2019-10-19T14:19:03.000Z
United States,2019-10-19T14:18:06.000Z
Atlanta Botanical Garden,2019-10-19T14:17:37.000Z
Atlanta Botanical Garden,2019-10-19T14:16:29.000Z
Atlanta Botanical Garden,2019-10-19T14:15:09.000Z
Atlanta Botanical Garden,2019-10-19T14:13:28.000Z
Atlanta Botanical Garden,2019-10-19T14:11:31.000Z
Atlanta Botanical Garden,2019-10-19T14:10:11.000Z
Atlanta Botanical Garden,2019-10-19T14:08:24.000Z
Atlanta Botanical Garden,2019-10-19T14:06:43.000Z
Atlanta Botanical Garden,2019-10-19T14:05:17.000Z
Atlanta Botanical Garden,2019-10-19T14:03:53.000Z
Michael C. Carlos Museum,2019-10-19T13:42:51.000Z
Michael C. Carlos Museum,2019-10-19T13:41:17.000Z
Michael C. Carlos Museum,2019-10-19T13:37:08.000Z
,2019-10-19T12:59:15.000Z
General Sherman Tree Trail,2019-10-19T12:35:18.000Z
Defeat of Jesse James Days,2019-10-19T11:45:00.000Z
Statue of Liberty National Monument,2019-10-19T11:31:31.000Z
,2019-10-19T09:55:13.000Z
Yosemite National Park,2019-10-19T08:59:24.000Z
"Barstow, California",2019-10-19T08:14:26.000Z
Death Valley National Park,2019-10-19T07:34:12.000Z
The Venetian Resort Las Vegas,2019-10-19T07:17:26.000Z
"Jersey City, New Jersey",2019-10-19T05:04:04.000Z
International Departure Lounge,2019-10-19T05:00:59.000Z
,2019-10-19T04:59:59.000Z
"Old Town, San Diego",2019-10-19T04:46:25.000Z
"San Diego, California",2019-10-19T04:44:28.000Z
Alamo Square,2019-10-19T03:55:25.000Z
Facebook HQ,2019-10-19T03:47:23.000Z
Facebook San Francisco,2019-10-19T03:36:39.000Z
"Caineville, Utah",2019-10-19T03:29:00.000Z
Capitol Reef National Park,2019-10-19T03:26:08.000Z
Capitol Reef National Park,2019-10-19T03:22:53.000Z
"Reedville, Virginia",2019-10-19T03:19:24.000Z
Sunset Cliffs State Preserve,2019-10-19T03:11:59.000Z
Lincoln Financial Philadelphia Eagles Stadium,2019-10-19T03:05:58.000Z
IHOP,2019-10-19T02:36:36.000Z
,2019-10-19T02:24:46.000Z
Universal Studios Hollywood,2019-10-19T02:18:43.000Z
Grand Canyon National Park,2019-10-19T01:57:16.000Z
Capitol Reef National Park,2019-10-19T01:56:16.000Z
"Fruita, Utah",2019-10-19T01:54:21.000Z
Capitol Reef National Park,2019-10-19T01:53:08.000Z
The Vessel,2019-10-19T01:10:02.000Z
Stearns Wharf,2019-10-19T00:14:51.000Z
"Park City, Utah",2019-10-18T23:36:21.000Z
Newark Liberty International Airport,2019-10-18T22:35:56.000Z
Cat Therapy,2019-10-18T22:33:26.000Z
Cat Therapy,2019-10-18T22:19:51.000Z
"Kansas City, Missouri",2019-10-18T21:38:10.000Z
La Jolla Cove,2019-10-18T21:19:52.000Z
,2019-10-18T21:04:06.000Z
OUE Skyspace La,2019-10-18T20:57:01.000Z
Rodeo Drive,2019-10-18T17:39:07.000Z
,2019-10-18T17:29:36.000Z
Venice Beach,2019-10-18T17:15:51.000Z
Constitution Gardens Pond,2019-10-18T16:59:57.000Z
"Central Park, Manhattan, New York City",2019-10-18T15:16:44.000Z
"USS Hornet - Sea, Air and Space Museum",2019-10-18T15:10:32.000Z
USA East Coast,2019-10-18T15:07:32.000Z
,2019-10-18T14:56:22.000Z
Yosemite National Park,2019-10-18T14:47:15.000Z
Paris Aéroport - Charles de Gaulle (CDG),2019-10-18T13:55:57.000Z
"DUMBO, Brooklyn",2019-10-18T13:39:21.000Z
Mondrian South Beach,2019-10-18T13:36:52.000Z
Universal Orlando,2019-10-18T11:47:21.000Z
Route 66,2019-10-18T10:49:55.000Z
"New York, New York",2019-10-18T10:37:58.000Z
Brooklyn Bridge,2019-10-18T10:33:07.000Z
Gilley's Dallas Event Venues,2019-10-18T09:36:35.000Z
,2019-10-18T08:46:12.000Z
,2019-10-18T07:29:26.000Z
Lake Hollywood Park,2019-10-18T06:59:47.000Z
"Santa Monica, California",2019-10-18T06:57:10.000Z
Red Butte Garden,2019-10-18T05:42:03.000Z
Randy's Donuts,2019-10-18T04:53:35.000Z
Walmart,2019-10-18T04:43:45.000Z
"Old Las Vegas Fremont Street, NV",2019-10-18T04:38:10.000Z
"Long Beach, California",2019-10-18T04:30:35.000Z
Death Valley National Park - West Entrance,2019-10-18T04:10:42.000Z
"Anjuna Beach,Goa",2019-10-18T04:08:55.000Z
The Ant Hill,2019-10-18T02:46:39.000Z
"Grover, Utah",2019-10-18T02:43:51.000Z
Dixie National Forest,2019-10-18T02:42:12.000Z
"Hoboken, New Jersey",2019-10-18T02:40:57.000Z
,2019-10-18T02:15:34.000Z
Scenic byway 12 Utah,2019-10-18T01:58:44.000Z
"Minot, North Dakota",2019-10-18T01:55:52.000Z
Celebration Town Center,2019-10-18T01:39:59.000Z
"Tourist Club, Abu Dhabi, United Arab Emirates",2016-07-26T12:00:38.000Z
Westgate Cocoa Beach Pier,2019-10-18T01:30:02.000Z
"Daggett, California",2019-10-18T01:22:24.000Z
Escalante Petrified Forest State Park,2019-10-18T00:58:42.000Z
"Santa Barbara, California",2019-10-18T00:52:58.000Z
,2019-10-18T00:50:35.000Z
,2019-10-18T00:44:07.000Z
"Philadelphia, Pennsylvania",2019-10-18T00:43:36.000Z
,2019-10-18T00:21:06.000Z
"Las Vegas, Nevada",2019-10-18T00:15:13.000Z
,2019-10-18T00:10:20.000Z
"Orlando, Florida",2019-10-17T23:52:43.000Z
Scenic byway 12 Utah,2019-10-17T23:15:23.000Z
Scenic byway 12 Utah,2019-10-17T23:13:21.000Z
Bryce Canyon National Park,2019-10-17T23:03:10.000Z
Bryce Canyon National Park,2019-10-17T23:01:36.000Z
Red Canyon,2019-10-17T22:26:52.000Z
"Horse Shoe Bend Scenic View, Page, Az",2019-10-17T22:20:23.000Z
"Dana Point, California",2019-10-17T22:18:11.000Z
Welcome To Arizona Sign,2019-10-17T21:22:10.000Z
Grand Canyon Western Ranch,2019-10-17T21:15:20.000Z
Grand Canyon National Park,2019-10-17T20:06:52.000Z
Maine,2019-10-17T19:12:32.000Z
"Downtown Dallas, Texas",2019-10-17T19:11:59.000Z
,2019-10-17T19:06:00.000Z
Westgate Cocoa Beach Pier,2019-10-17T18:10:48.000Z
Statue of Liberty National Monument,2019-10-17T17:39:42.000Z
"Cloud Gate ""The Bean"" @ Millennium Park, Chicago",2019-10-17T17:34:13.000Z
"Santa Barbara, California",2019-10-17T17:29:16.000Z
"Boston, Massachusetts",2019-10-17T17:04:50.000Z
,2019-10-17T16:11:57.000Z
Hollywood,2019-10-17T16:06:19.000Z
Indian Wells Golf Resort,2019-10-17T15:29:58.000Z
"New Orleans, Louisiana",2019-10-17T14:00:19.000Z
Santa Monica Pier,2019-10-17T12:09:31.000Z
Hog Island Oyster Co. San Francisco,2019-10-17T09:50:39.000Z
Incheon International Airport Terminal 2,2019-10-17T09:41:26.000Z
Grand Canyon Mather Point,2019-10-17T08:34:50.000Z
"Chicago, Illinois",2019-10-17T08:03:32.000Z
Top of the Rock NYC,2019-10-17T07:37:29.000Z
"Indian Wells, California",2019-10-17T06:36:10.000Z
Downtown Boston,2019-10-17T06:00:20.000Z
National Civil Rights Museum,2019-10-17T05:50:13.000Z
"Portland, Oregon",2019-10-17T05:31:07.000Z
Unitarian Society of Santa Barbara,2019-10-17T05:18:28.000Z
,2019-10-17T05:04:37.000Z
Blue Spring State Park,2019-10-17T04:54:49.000Z
Blue Spring State Park,2019-10-17T04:51:54.000Z
Blue Spring State Park,2019-10-17T04:46:09.000Z
"New York, New York",2019-10-17T04:35:07.000Z
"Daytona Beach, Florida",2019-10-17T04:34:25.000Z
"Daytona International Speedway, Florida",2019-10-17T04:26:21.000Z
"Daytona Beach, Florida",2019-10-17T04:22:01.000Z
Universal Studios Hollywood,2019-10-17T04:20:11.000Z
World Trade Center Memorial,2019-10-17T04:13:45.000Z
"Daytona Beach, Florida",2019-10-17T03:38:47.000Z
Serendipity 3,2019-10-17T03:24:04.000Z
Brooklyn Bridge,2019-10-17T03:17:05.000Z
The Oculus at the World Trade Center,2019-10-17T02:49:51.000Z
One World Trade Center,2019-10-17T02:44:30.000Z
Emirates Lounge at LAX airport,2019-10-17T02:43:18.000Z
Zion National Park,2019-10-17T02:26:12.000Z
Crab House Vermont,2019-10-17T02:20:48.000Z
Zion National Park,2019-10-17T01:57:00.000Z
Zion National Park,2019-10-17T01:34:02.000Z
Nudie's Honky Tonk,2019-10-17T01:29:29.000Z
United States,2019-10-17T01:14:38.000Z
Hog Island Oyster Co. San Francisco,2019-10-17T00:56:01.000Z
"DUMBO, Brooklyn",2019-10-17T00:32:47.000Z
Avra Beverly Hills,2019-10-16T23:07:06.000Z
Stearns Wharf,2019-10-16T22:43:02.000Z
Grant Park,2019-10-16T21:04:00.000Z
Disney California Adventure Park,2019-10-16T20:57:08.000Z
,2019-10-16T19:54:29.000Z
Philadelphia Museum of Art,2019-10-16T19:49:12.000Z
Philadelphia Museum of Art,2019-10-16T19:44:55.000Z
Santa Monica Pier,2019-10-16T18:10:43.000Z
Indian Wells Golf Resort,2019-10-16T17:22:20.000Z
Brooklyn Bridge,2019-10-16T17:21:50.000Z
,2019-10-16T17:19:18.000Z
"Miami Beach, Florida",2019-10-16T17:15:51.000Z
Disneyland,2019-10-16T16:55:09.000Z
Sundance Mountain Resort,2019-10-16T16:27:59.000Z
LOVE Park,2019-10-16T16:15:51.000Z
"Los Angeles, California",2019-10-16T16:02:24.000Z
PIER 39,2019-10-16T16:01:21.000Z
OUE Skyspace La,2019-10-16T15:54:48.000Z
,2019-10-16T15:52:40.000Z
Universal Studios Hollywood,2019-10-16T15:37:28.000Z
,2019-10-16T15:04:21.000Z
"Chicago, Illinois",2019-10-16T14:30:45.000Z
Statue Of Liberty And Ellis Island Immigration Museum,2019-10-16T14:07:42.000Z
Golden Gate Bridge,2019-10-16T13:37:31.000Z
Washington Dulles International Airport,2019-10-16T12:40:07.000Z
"Sugarhouse, Salt Lake City",2019-10-16T11:11:34.000Z
"Boston, Massachusetts",2019-10-16T10:54:44.000Z
"Townsite, Oceanside",2019-10-16T10:49:38.000Z
Top of the Rock NYC,2019-10-16T10:46:48.000Z
"South Lake Tahoe, California",2019-10-16T07:41:59.000Z
United States,2019-10-16T07:41:51.000Z
Defeat of Jesse James Days,2019-10-16T07:11:09.000Z
Las Vegas Paiute Golf Resort,2019-10-16T06:54:37.000Z
"San Francisco, California",2019-10-16T06:45:46.000Z
,2019-10-16T05:20:15.000Z
Upper Antelope Canyon,2019-10-16T05:15:40.000Z
Horseshoe Bend,2019-10-16T05:12:23.000Z
Venice Beach,2019-10-16T05:03:47.000Z
Epcot - Walt Disney World,2019-10-16T04:09:29.000Z
Changi Airport,2019-10-16T04:02:17.000Z
Golden Gate Bridge,2019-10-16T03:39:07.000Z
"Chicago, Illinois",2019-10-16T03:27:42.000Z
Wynwood Walls,2019-10-16T03:08:42.000Z
Lucas Oil Stadium,2019-10-16T03:08:24.000Z
Epcot - Walt Disney World,2019-10-16T03:07:23.000Z
The Parthenon in Nashville,2019-10-16T03:04:51.000Z
"Southern Most Part of the US ""Key West""",2019-10-16T02:36:17.000Z
Exit 111 Festival,2019-10-16T02:15:19.000Z
"Times Square, New York City",2019-10-16T02:15:05.000Z
,2019-10-16T01:38:32.000Z
Centennial Olympic Park,2019-10-16T00:51:47.000Z
St. Olaf College,2019-10-16T00:47:42.000Z
,2019-10-16T00:36:39.000Z
Target Store Lakeville,2019-10-16T00:12:03.000Z
Fireside Orchard,2019-10-16T00:01:38.000Z
"Miami, Florida",2019-10-15T23:58:42.000Z
Dodger Stadium,2019-10-15T23:26:30.000Z
Sand Harbor Lake Tahoe,2019-10-15T21:49:24.000Z
Fireside Orchard,2019-10-15T21:30:01.000Z
,2019-10-15T21:11:44.000Z
The Desmond Hotel Albany,2019-10-15T19:40:05.000Z
Union Covered Bridge State Historic Site,2019-10-15T19:23:52.000Z
,2019-10-15T19:22:49.000Z
Central Park,2019-10-15T19:15:20.000Z
Santa Monica Pier,2019-10-15T18:43:59.000Z
Exit 111 Festival,2019-10-15T18:02:58.000Z
Exit 111 Festival,2019-10-15T17:51:51.000Z
"Miami Beach, Florida",2019-10-15T17:47:38.000Z
"7 Mile Bridge, Marathon Key",2019-10-15T02:48:24.000Z
Indian Wells Golf Resort,2019-10-15T16:28:09.000Z
New York,2019-10-15T15:54:24.000Z
"Seattle, Washington",2019-10-15T15:51:27.000Z
"San Francisco, California",2019-10-15T15:14:49.000Z
,2019-10-15T15:13:48.000Z
Baltimore Inner Harbor,2019-10-15T14:39:51.000Z
Flamingo (sculpture),2019-10-15T13:06:10.000Z
Universal Studios,2019-10-15T12:20:55.000Z
"Union Square, San Francisco",2019-10-15T11:33:40.000Z
Chicago O'Hare International Airport,2019-10-15T11:25:13.000Z
,2019-10-15T10:41:43.000Z
,2019-08-19T18:31:13.000Z
Minnewaska State Park,2019-10-15T10:31:31.000Z
Washington Monument National Monument,2019-10-15T10:12:30.000Z
San Deigo La Jolla Cove,2019-10-15T08:26:17.000Z
"San Francisco, California",2019-10-15T06:49:45.000Z
Balboa Park,2019-10-15T06:04:54.000Z
New Mexico,2019-10-15T04:27:36.000Z
The University of the Arts - Campus Life,2019-10-15T03:52:49.000Z
Exit 111 Festival,2019-10-15T03:48:09.000Z
Bahama Breeze Island Grille,2019-10-15T03:43:43.000Z
,2019-10-15T03:32:42.000Z
NYC,2019-10-15T03:29:25.000Z
Ginnie Springs,2019-10-11T20:58:28.000Z
"Sequoia National Park, California",2019-10-15T02:49:29.000Z
Universal City Walk Orlando,2019-10-15T02:20:38.000Z
Disney's Hollywood Studios,2019-10-15T02:06:31.000Z
Exit 111 Festival,2019-10-15T02:02:28.000Z
Disney's Hollywood Studios,2019-10-15T02:01:29.000Z
Exit 111 Festival,2019-10-15T01:57:06.000Z
Glen Canyon,2019-10-15T01:00:28.000Z
Memphis Zoo,2019-10-15T00:54:17.000Z
Calico Ghost Town Cailforna,2019-10-15T00:36:37.000Z
Roy's Motel and Café,2019-10-15T00:21:05.000Z
Castello di Amorosa Winery,2019-10-15T00:09:00.000Z
Exit 111 Festival,2019-10-14T23:36:42.000Z
Exit 111 Festival,2019-10-14T23:27:37.000Z
PIER 39,2019-10-14T21:56:55.000Z
"Jefferson City, Missouri",2019-10-14T21:32:24.000Z
Newark Liberty International Airport,2019-10-14T21:08:24.000Z
"San Diego, California",2019-10-14T20:22:17.000Z
,2019-10-14T20:11:27.000Z
,2019-10-14T20:03:45.000Z
"New York, New York",2019-10-14T20:01:31.000Z
Arches National Park,2019-10-14T19:33:24.000Z
Arches National Park,2019-10-14T19:28:00.000Z
Yosemite National Park,2019-10-14T19:27:37.000Z
Utah,2019-10-14T19:26:25.000Z
Santa Monica Pier,2019-10-14T17:39:57.000Z
