Location,Month,Year,Season
Grand Canyon National Park,10,2019,Fall
Maine,10,2019,Fall
"Downtown Dallas, Texas",10,2019,Fall
Westgate Cocoa Beach Pier,10,2019,Fall
Statue of Liberty National Monument,10,2019,Fall
"Cloud Gate ""The Bean"" @ Millennium Park, Chicago",10,2019,Fall
"Santa Barbara, California",10,2019,Fall
"Boston, Massachusetts",10,2019,Fall
Hollywood,10,2019,Fall
Indian Wells Golf Resort,10,2019,Fall
"New Orleans, Louisiana",10,2019,Fall
Santa Monica Pier,10,2019,Fall
Hog Island Oyster Co. San Francisco,10,2019,Fall
Incheon International Airport Terminal 2,10,2019,Fall
Grand Canyon Mather Point,10,2019,Fall
"Chicago, Illinois",10,2019,Fall
Top of the Rock NYC,10,2019,Fall
"Indian Wells, California",10,2019,Fall
Downtown Boston,10,2019,Fall
National Civil Rights Museum,10,2019,Fall
"Portland, Oregon",10,2019,Fall
Unitarian Society of Santa Barbara,10,2019,Fall
Blue Spring State Park,10,2019,Fall
Blue Spring State Park,10,2019,Fall
Blue Spring State Park,10,2019,Fall
"New York, New York",10,2019,Fall
"Daytona Beach, Florida",10,2019,Fall
"Daytona International Speedway, Florida",10,2019,Fall
"Daytona Beach, Florida",10,2019,Fall
Universal Studios Hollywood,10,2019,Fall
World Trade Center Memorial,10,2019,Fall
"Daytona Beach, Florida",10,2019,Fall
Serendipity 3,10,2019,Fall
Brooklyn Bridge,10,2019,Fall
The Oculus at the World Trade Center,10,2019,Fall
One World Trade Center,10,2019,Fall
Emirates Lounge at LAX airport,10,2019,Fall
Zion National Park,10,2019,Fall
Crab House Vermont,10,2019,Fall
Zion National Park,10,2019,Fall
Zion National Park,10,2019,Fall
Nudie's Honky Tonk,10,2019,Fall
United States,10,2019,Fall
Hog Island Oyster Co. San Francisco,10,2019,Fall
"DUMBO, Brooklyn",10,2019,Fall
Avra Beverly Hills,10,2019,Fall
Stearns Wharf,10,2019,Fall
Grant Park,10,2019,Fall
Disney California Adventure Park,10,2019,Fall
Philadelphia Museum of Art,10,2019,Fall
Philadelphia Museum of Art,10,2019,Fall
Santa Monica Pier,10,2019,Fall
Indian Wells Golf Resort,10,2019,Fall
Brooklyn Bridge,10,2019,Fall
"Miami Beach, Florida",10,2019,Fall
Disneyland,10,2019,Fall
Sundance Mountain Resort,10,2019,Fall
LOVE Park,10,2019,Fall
"Los Angeles, California",10,2019,Fall
PIER 39,10,2019,Fall
OUE Skyspace La,10,2019,Fall
Universal Studios Hollywood,10,2019,Fall
"Chicago, Illinois",10,2019,Fall
Statue Of Liberty And Ellis Island Immigration Museum,10,2019,Fall
Golden Gate Bridge,10,2019,Fall
Washington Dulles International Airport,10,2019,Fall
"Sugarhouse, Salt Lake City",10,2019,Fall
"Boston, Massachusetts",10,2019,Fall
"Townsite, Oceanside",10,2019,Fall
Top of the Rock NYC,10,2019,Fall
"South Lake Tahoe, California",10,2019,Fall
United States,10,2019,Fall
Defeat of Jesse James Days,10,2019,Fall
Las Vegas Paiute Golf Resort,10,2019,Fall
"San Francisco, California",10,2019,Fall
Upper Antelope Canyon,10,2019,Fall
Horseshoe Bend,10,2019,Fall
Venice Beach,10,2019,Fall
Epcot - Walt Disney World,10,2019,Fall
Changi Airport,10,2019,Fall
Golden Gate Bridge,10,2019,Fall
"Chicago, Illinois",10,2019,Fall
Wynwood Walls,10,2019,Fall
Lucas Oil Stadium,10,2019,Fall
Epcot - Walt Disney World,10,2019,Fall
The Parthenon in Nashville,10,2019,Fall
"Southern Most Part of the US ""Key West""",10,2019,Fall
Exit 111 Festival,10,2019,Fall
"Times Square, New York City",10,2019,Fall
Centennial Olympic Park,10,2019,Fall
St. Olaf College,10,2019,Fall
Target Store Lakeville,10,2019,Fall
Fireside Orchard,10,2019,Fall
"Miami, Florida",10,2019,Fall
Dodger Stadium,10,2019,Fall
Sand Harbor Lake Tahoe,10,2019,Fall
Fireside Orchard,10,2019,Fall
The Desmond Hotel Albany,10,2019,Fall
Union Covered Bridge State Historic Site,10,2019,Fall
Central Park,10,2019,Fall
Santa Monica Pier,10,2019,Fall
Exit 111 Festival,10,2019,Fall
Exit 111 Festival,10,2019,Fall
"Miami Beach, Florida",10,2019,Fall
"7 Mile Bridge, Marathon Key",10,2019,Fall
Indian Wells Golf Resort,10,2019,Fall
New York,10,2019,Fall
"Seattle, Washington",10,2019,Fall
"San Francisco, California",10,2019,Fall
Baltimore Inner Harbor,10,2019,Fall
Flamingo (sculpture),10,2019,Fall
Universal Studios,10,2019,Fall
"Union Square, San Francisco",10,2019,Fall
Chicago O'Hare International Airport,10,2019,Fall
Minnewaska State Park,10,2019,Fall
Washington Monument National Monument,10,2019,Fall
San Deigo La Jolla Cove,10,2019,Fall
"San Francisco, California",10,2019,Fall
Balboa Park,10,2019,Fall
New Mexico,10,2019,Fall
The University of the Arts - Campus Life,10,2019,Fall
Exit 111 Festival,10,2019,Fall
Bahama Breeze Island Grille,10,2019,Fall
NYC,10,2019,Fall
Ginnie Springs,10,2019,Fall
"Sequoia National Park, California",10,2019,Fall
Universal City Walk Orlando,10,2019,Fall
Disney's Hollywood Studios,10,2019,Fall
Exit 111 Festival,10,2019,Fall
Disney's Hollywood Studios,10,2019,Fall
Exit 111 Festival,10,2019,Fall
Glen Canyon,10,2019,Fall
Memphis Zoo,10,2019,Fall
Calico Ghost Town Cailforna,10,2019,Fall
Roy's Motel and Café,10,2019,Fall
Castello di Amorosa Winery,10,2019,Fall
Exit 111 Festival,10,2019,Fall
Exit 111 Festival,10,2019,Fall
PIER 39,10,2019,Fall
"Jefferson City, Missouri",10,2019,Fall
Newark Liberty International Airport,10,2019,Fall
"San Diego, California",10,2019,Fall
"New York, New York",10,2019,Fall
Arches National Park,10,2019,Fall
Arches National Park,10,2019,Fall
Yosemite National Park,10,2019,Fall
Utah,10,2019,Fall
Santa Monica Pier,10,2019,Fall
Utah,10,2019,Fall
Ellis Island,10,2019,Fall
Exit 111 Festival,10,2019,Fall
Lombard Street,10,2019,Fall
Utah,10,2019,Fall
Yosemite National Park,10,2019,Fall
Universal Studios Hollywood,10,2019,Fall
"Sequoia National Park, California",10,2019,Fall
Brooklyn Bridge,10,2019,Fall
Exit 111 Festival,10,2019,Fall
Exit 111 Festival,10,2019,Fall
Exit 111 Festival,10,2019,Fall
Country and Farm Casitas,10,2019,Fall
"Hoboken, New Jersey",10,2019,Fall
Kings Canyon National Park,10,2019,Fall
Sunset Pier ~ Key West,10,2019,Fall
Aspire Lounge 41 Schiphol,10,2019,Fall
"Hoover Dam, Lake Mead (nr. Vegas).",10,2019,Fall
"San Francisco, California",10,2019,Fall
Emirates Business Class Lounge,10,2019,Fall
Dinosaur National Monument,10,2019,Fall
Utah,10,2019,Fall
"Philadelphia, Pennsylvania",10,2019,Fall
"Centralia, Missouri",10,2019,Fall
Chicago Riverwalk,10,2019,Fall
"DUMBO, Brooklyn",10,2019,Fall
Amway Center,10,2019,Fall
Amway Center,10,2019,Fall
"Manitowoc, Wisconsin",10,2019,Fall
Phoenix Sky Harbor International Airport - Terminal 2,10,2019,Fall
The Bonnie,10,2019,Fall
"Washington, District of Columbia",10,2019,Fall
"Salvador, Bahia, Brazil",10,2019,Fall
Golden Gate Bridge,10,2019,Fall
Grant Park,10,2019,Fall
Santa Monica Pier,10,2019,Fall
"La Pine, Oregon",10,2019,Fall
"Echo Lake,",10,2019,Fall
Houston International Airport- International Flights!,10,2019,Fall
Whitewater Rafting Adventures,10,2019,Fall
Dive Spirit Fakarava,10,2019,Fall
Sheraton Suites Houston Near The Galleria,10,2019,Fall
"Memphis, Tennessee",10,2019,Fall
"Burlington, Vermont",10,2019,Fall
"Montreal, Quebec",10,2019,Fall
"Montreal, Quebec",10,2019,Fall
Stanbridge East,10,2019,Fall
"Magog, Quebec",10,2019,Fall
"Errol, New Hampshire",10,2019,Fall
"Norway, Maine",10,2019,Fall
"Portland, Maine",10,2019,Fall
"Portland, Maine",10,2019,Fall
"Bedford, New Hampshire",10,2019,Fall
"North Conway, New Hampshire",10,2019,Fall
Parc d'État de Franconia Notch,10,2019,Fall
"Marshfield, Vermont",10,2019,Fall
"Stowe, Vermont",10,2019,Fall
"San Diego, California",10,2019,Fall
The Cosmopolitan of Las Vegas,10,2019,Fall
"Fort Myers Beach, Florida",10,2019,Fall
Exit 111 Festival,10,2019,Fall
Downtown Cape Coral,10,2019,Fall
"Brooklyn, New York",10,2019,Fall
"Cape Coral, Florida",10,2019,Fall
"Salt Lake City, Utah",10,2019,Fall
"New York City, N.Y.",10,2019,Fall
Top of the Rock NYC,10,2019,Fall
"Houston, Texas",10,2019,Fall
Walt Disney World,10,2019,Fall
"Lehi, Utah",10,2019,Fall
LACMA Los Angeles County Museum of Art,10,2019,Fall
Lanikai Pillbox Hike,10,2019,Fall
"Vicksburg, Mississippi",10,2019,Fall
St. Patrick's Cathedral,10,2019,Fall
Utah,10,2019,Fall
The Chicago Theatre,10,2019,Fall
Welcome to Fabulous Las Vegas sign,10,2019,Fall
Bryce Canyon National Park,10,2019,Fall
"Greater Griffith Park, Los Angeles",10,2019,Fall
Utah,10,2019,Fall
"Struthers, Ohio",10,2019,Fall
"Cleveland, Ohio",10,2019,Fall
"Matlacha Island, Florida",10,2019,Fall
Ford's Garage,10,2019,Fall
"Struthers, Ohio",10,2019,Fall
Lovers Key State Park Dolphin and Manatee Viewing,10,2019,Fall
"Struthers, Ohio",10,2019,Fall
"Struthers, Ohio",10,2019,Fall
"Struthers, Ohio",10,2019,Fall
Rockefeller Center,10,2019,Fall
"Sedona, Arizona",10,2019,Fall
New York,10,2019,Fall
"Midway, Utah",10,2019,Fall
"Struthers, Ohio",10,2019,Fall
"Struthers, Ohio",10,2019,Fall
"Struthers, Ohio",10,2019,Fall
Times Square-W 43rd Street Entrance,10,2019,Fall
Red Rock Crossing,10,2019,Fall
The Vessel,10,2019,Fall
"Struthers, Ohio",10,2019,Fall
Whitewater Rafting Adventures,10,2019,Fall
"San Francisco, California",10,2019,Fall
"Los Angeles, California",10,2019,Fall
Whitewater Rafting Adventures,10,2019,Fall
Mambo Seafood (Hillcroft & Bellaire),10,2019,Fall
Yosemite National Park,10,2019,Fall
Liberty Bell Center,10,2019,Fall
West Coast of America,10,2019,Fall
"Los Angeles, Hollywood, Walk of Fame",10,2019,Fall
White Sands National Monument,10,2019,Fall
"Matlacha Island, Florida",10,2019,Fall
Zion National Park,10,2019,Fall
Antelope Canyon,10,2019,Fall
"Salt Lake City, Utah",10,2019,Fall
"Washington, District of Columbia",10,2019,Fall
Dive Spirit Fakarava,10,2019,Fall
Chicago Riverfront,10,2019,Fall
"Cape Coral, Florida",10,2019,Fall
Wizards' World of Harry Potter: Diagon Alley,10,2019,Fall
Lynchburg Tennessee Downtown Square Business Page,10,2019,Fall
"Lynchburg, Tennessee",10,2019,Fall
Houston Premium Outlets,10,2019,Fall
Madame Tussauds New York,10,2019,Fall
The Sky Deck at Willis Tower,10,2019,Fall
"St. George, Utah",10,2019,Fall
Monument Valley,10,2019,Fall
Exit 111 Festival,10,2019,Fall
New Hampshire,10,2019,Fall
Exit 111 Festival,10,2019,Fall
Sheraton Suites Houston Near The Galleria,10,2019,Fall
Lincoln Memorial,10,2019,Fall
"The White House, Washington, D.C.",10,2019,Fall
"FDNY Engine 8, Ladder 2, Battalion 8",10,2019,Fall
Universal Studios Hollywood,10,2019,Fall
St. Louis,10,2019,Fall
Elmer Long's Bottle Tree Ranch,10,2019,Fall
Chicago O'Hare International Airport,10,2019,Fall
"Haleiwa, Hawaii",10,2019,Fall
"San Francisco, California",10,2019,Fall
"Hollywood Walk of Fame- Los Angeles, California",10,2019,Fall
"Canyon, Yellowstone National Park, Wy",10,2019,Fall
Bishop Pass Trail,10,2019,Fall
Valley of Fire,10,2019,Fall
Grand Canyon South Rim,10,2019,Fall
"Washington, District of Columbia",10,2019,Fall
Enoteca Maria,10,2019,Fall
Philadelphia Historical District,10,2019,Fall
Old Fort Niagara,10,2019,Fall
Lover's Key Beach Ft.Myers,10,2019,Fall
The Wizarding World of Harry Potter at Universal Studios Hollywood,10,2019,Fall
"Beverly Hills, California",10,2019,Fall
"Matlacha Island, Florida",10,2019,Fall
Lover's Key Beach Ft.Myers,10,2019,Fall
Watkins Glen State Park,10,2019,Fall
"Hollywood Walk of Fame- Los Angeles, California",10,2019,Fall
"Boston, Massachusetts",10,2019,Fall
Whirlpool State Park,10,2019,Fall
White Sands National Monument,10,2019,Fall
World War II Memorial,10,2019,Fall
"Centralia, Missouri",10,2019,Fall
Greek Consulate Boston,10,2019,Fall
360 CHICAGO,10,2019,Fall
W. R. Grace Building,10,2019,Fall
Maid of the Mist,10,2019,Fall
Bank of Swiss City Marathon 2019,10,2019,Fall
Over The Strip,10,2019,Fall
Yellowstone National Park,10,2019,Fall
"Lynchburg, Tennessee",10,2019,Fall
Grand Canyon National Park,10,2019,Fall
United States,10,2019,Fall
Chicago Riverwalk,10,2019,Fall
Las Vegas Nevada,10,2019,Fall
Downtown Salt Lake City,10,2019,Fall
Dive Spirit Fakarava,10,2019,Fall
Willis Tower,10,2019,Fall
Millennium Park,10,2019,Fall
The Wizarding World of Harry Potter at Universal Studios Hollywood,10,2019,Fall
"Hollywood, CA",10,2019,Fall
New York,10,2019,Fall
9/11 Memorial - World Trade Centre Site,10,2019,Fall
Universal Studios Hollywood,10,2019,Fall
"Salt Lake City, Utah",10,2019,Fall
New York,10,2019,Fall
Valley of Fire State Park,10,2019,Fall
Freemont Steet expierence,10,2019,Fall
World Trade Center,10,2019,Fall
The Signature Room at the 95th,10,2019,Fall
Grosvenor Park II Condominium,10,2019,Fall
The Vessel,10,2019,Fall
Brooklyn NYC,10,2019,Fall
W. R. Grace Building,10,2019,Fall
W. R. Grace Building,10,2019,Fall
Rooftop Reds,10,2019,Fall
Everglades National Park,10,2019,Fall
Taverna Kyclades,10,2019,Fall
"Broadway, NYC",10,2019,Fall
Prince Pückler's Gourmet Ice Cream,10,2019,Fall
"Matlacha Island, Florida",10,2019,Fall
Flagstaff A.Z.,10,2019,Fall
Lower Manhattan,10,2019,Fall
Ik Kil Cenote,10,2019,Fall
Torrey Pines Golf Course - South Course #3 Green,10,2019,Fall
Shenandoah National Park,10,2019,Fall
"Santa Monica, California",10,2019,Fall
Chicago Skyline View,10,2019,Fall
Chicago Downtown,10,2019,Fall
Chicago Downtown,10,2019,Fall
"Huntington Beach, California",10,2019,Fall
California,10,2019,Fall
Grand Canyon National Park,10,2019,Fall
"South Rim of the Grand Canyon, AZ",10,2019,Fall
Grand Hyatt Kauai Resort & Spa,10,2019,Fall
Glacier National Park,10,2019,Fall
California,10,2019,Fall
California,10,2019,Fall
Pine Island South End,10,2019,Fall
Pine Island South End,10,2019,Fall
Manhatten Beach Pier...So. Cal.,10,2019,Fall
Bryant Park Grill,10,2019,Fall
"Grand Canyon, Arizona, United States",10,2019,Fall
"Torrey Pines, California",10,2019,Fall
The Mirage Hotel and Casino,10,2019,Fall
Golden Gate Bridge,10,2019,Fall
Bellagio Las Vegas,10,2019,Fall
Flagstaff A.Z.,10,2019,Fall
Crepes & Karak Cafe,07,2019,Summer
"Seattle, Washington",10,2019,Fall
South Palace Salt Lake City Utah,10,2019,Fall
"Seal Rock, Oregon",10,2019,Fall
Statue of Liberty National Monument,10,2019,Fall
"San Francisco, California",10,2019,Fall
National Portrait Gallery,10,2019,Fall
Micklethwait Craft Meats,10,2019,Fall
"Riverside, California",10,2019,Fall
Nassau Bahamas,10,2019,Fall
Bellagio Las Vegas,10,2019,Fall
Hollywood Sign,10,2019,Fall
The Sky Deck at Willis Tower,10,2019,Fall
"New York, New York",10,2019,Fall
"Los Angeles, California",10,2019,Fall
"Page, Arizona",10,2019,Fall
Buddy Guy's Legends,10,2019,Fall
The Bean,10,2019,Fall
"Central Park, New York",10,2019,Fall
Arizona,10,2019,Fall
"Antelope Canyon, Page Az",09,2019,Fall
Torrey Pines Municipal Golf Course,10,2019,Fall
Tom Bradley International Terminal - Los Angeles International Airport,10,2019,Fall
Constitution Gardens Pond,10,2019,Fall
Constitution Gardens Pond,10,2019,Fall
Constitution Gardens Pond,10,2019,Fall
Constitution Gardens Pond,10,2019,Fall
"Venice Beach, Los Angeles",10,2019,Fall
Joshua Tree National Park,10,2019,Fall
"Provincetown, Massachusetts",10,2019,Fall
"Minot, North Dakota",10,2019,Fall
"Los Angeles, California",10,2019,Fall
Buddy Guy's Legends,10,2019,Fall
Navy Pier,10,2019,Fall
Navy Pier,10,2019,Fall
Yosemite National Park,10,2019,Fall
New York,10,2019,Fall
The Wizarding World of Harry Potter at Universal Studios Hollywood,10,2019,Fall
Billy Goat Trail,10,2019,Fall
Faena Miami Beach,10,2019,Fall
"Solvang, California",10,2019,Fall
Red Rock Canyon Las Vegas,10,2019,Fall
Highline West 24 St,10,2019,Fall
"Barnardsville, North Carolina",10,2019,Fall
"Los Angeles, Venice Beach",10,2019,Fall
Hollywood Sign View Point,10,2019,Fall
Dragon's Gate,10,2019,Fall
Grand Canyon West,10,2019,Fall
"Manhattan, New York, USA",10,2019,Fall
Chicago Water Tower,10,2019,Fall
"Conway, Arkansas",10,2019,Fall
Louisiana's Old State Capitol,10,2019,Fall
"New York, New York",10,2019,Fall
The San Antonio River Walk,10,2019,Fall
"Wildwood, New Jersey",10,2019,Fall
Ruby Beach,10,2019,Fall
Grand Canyon National Park,10,2019,Fall
"Downtown Chicago, Illionois....",10,2019,Fall
"Central Park, Manhattan, New York City",10,2019,Fall
"Grand Canyon, Az",09,2019,Fall
The Chicago Theatre,10,2019,Fall
Trump International Hotel & Tower Chicago,10,2019,Fall
Millennium Park,10,2019,Fall
Michigan Avenue Down Town Chicago,10,2019,Fall
"Oak Alley, Louisiana",10,2019,Fall
Saint-Maur-des-Fossés,10,2019,Fall
San Francisco International Airport (SFO),10,2019,Fall
"San Francisco, California",10,2019,Fall
Santa Monica Boulevard,10,2019,Fall
"San Francisco, California",10,2019,Fall
"Union Square, San Francisco",10,2019,Fall
Yosemite National Park,10,2019,Fall
"Salt Lake City, Utah",10,2019,Fall
Lighthouse Point Carousel,10,2019,Fall
Hualapai Ranch. Grand Canyon West,10,2019,Fall
Bagdad Cafe Road 66,10,2019,Fall
Hilton Garden Inn Cupertino,10,2019,Fall
Brooklyn Heights Promenade,10,2019,Fall
"West Dennis, Massachusetts",10,2019,Fall
"Beacon Hill, Boston",10,2019,Fall
The Wizarding World of Harry Potter at Universal Studios Hollywood,10,2019,Fall
"Miami Beach, Florida",10,2019,Fall
Columbia University,10,2019,Fall
Twin Cities Premium Outlets,10,2019,Fall
Twin Cities Premium Outlets,10,2019,Fall
Twin Cities Premium Outlets,10,2019,Fall
Twin Cities Premium Outlets,10,2019,Fall
The Vessel,10,2019,Fall
Flagstaff A.Z.,10,2019,Fall
Monument Valley - Navajo Nation reservation,10,2019,Fall
"Brooklyn, New York",10,2019,Fall
Universal Studios Hollywood,10,2019,Fall
"Twentynine Palms, California",10,2019,Fall
The Narrows of Zion Canyon,10,2019,Fall
Pebble Beach 17 Mile Drive,10,2019,Fall
Jolly Inn,10,2019,Fall
"Aspen, Colorado",10,2019,Fall
Maroon Bells,10,2019,Fall
The National WWII Museum,10,2019,Fall
Grand Canyon National Park,10,2019,Fall
"Wynwood Walls & Art District, Miami",10,2019,Fall
Flagstaff A.Z.,10,2019,Fall
Arches National Park,10,2019,Fall
Grand Canyon National Park,10,2019,Fall
"Rockport, Massachusetts",10,2019,Fall
"Westpark, Buckeye, Arizona",10,2019,Fall
Piers Park Sailing Center,10,2019,Fall
The Bean,10,2019,Fall
Grand Canyon National Park,10,2019,Fall
"South Beach, Miami, Florida",10,2019,Fall
The Wizarding World of Harry Potter at Universal Studios Hollywood,10,2019,Fall
The Venetian Resort Las Vegas,10,2019,Fall
The Palazzo Las Vegas,10,2019,Fall
Astoria Ditmarst NY,10,2019,Fall
Flagstaff A.Z.,10,2019,Fall
"Bronx, NY",10,2019,Fall
White Sands National Monument,10,2019,Fall
White Sands National Monument,10,2019,Fall
White Sands National Monument,10,2019,Fall
Las Vegas Sign,10,2019,Fall
LACMA Los Angeles County Museum of Art,10,2019,Fall
Hawk Haven Vineyard and Winery,10,2019,Fall
Manhattan Bridge,09,2019,Fall
Flagstaff A.Z.,10,2019,Fall
"Grand Canyon, Arizona",10,2019,Fall
"Daly City, California",10,2019,Fall
Hkinternational Airport,10,2019,Fall
Kona Coast Resort,10,2019,Fall
Santa Monica Pier,10,2019,Fall
Raley's,10,2019,Fall
"Chinatown, San Francisco",10,2019,Fall
"Palm Desert, California",10,2019,Fall
"Davis, California",10,2019,Fall
Bourbon Street New Orleans,10,2019,Fall
"Buffalo, New York",10,2019,Fall
LACMA - Urban Lights,10,2019,Fall
Flagstaff A.Z.,10,2019,Fall
Yosemite National Park,10,2019,Fall
Golden Gate Bridge,10,2019,Fall
"Liberty Island, Statue of Liberty",10,2019,Fall
"Beverly Hills, California",10,2019,Fall
